entry_date,entry_price,entry_side,exit_date,exit_price,pnl_pct
2015-01-06,2002.61,short,2015-02-04,2041.51,-0.019424650830666135
2015-02-04,2041.51,long,2015-02-09,2046.74,0.002561829234243307
2015-02-09,2046.74,short,2015-02-10,2068.59,-0.010675513255225422
2015-02-10,2068.59,long,2015-03-11,2040.24,-0.013704987455223194
2015-03-11,2040.24,short,2015-04-07,2076.33,-0.01768909540054109
2015-04-07,2076.33,long,2015-04-08,2081.9,0.0026826178882932705
2015-04-08,2081.9,short,2015-04-09,2091.18,-0.004457466737115112
2015-04-09,2091.18,long,2015-04-20,2100.4,0.004408993965129948
2015-04-20,2100.4,short,2015-04-23,2112.93,-0.00596553037516645
2015-04-23,2112.93,long,2015-05-07,2088.0,-0.011798781786429235
2015-05-07,2088.0,short,2015-05-11,2105.33,-0.008299808429118816
2015-05-11,2105.33,long,2015-05-14,2121.1,0.0074905121762383065
2015-05-14,2121.1,short,2015-05-15,2122.73,-0.0007684691905143204
2015-05-15,2122.73,long,2015-05-27,2123.48,0.0003533186038733316
2015-05-27,2123.48,short,2015-05-28,2120.79,0.0012667884792887385
2015-05-28,2120.79,long,2015-06-03,2114.07,-0.003168630557480845
2015-06-03,2114.07,short,2015-06-04,2095.84,0.008623177094419732
2015-06-04,2095.84,long,2015-06-09,2080.15,-0.0074862584930147635
2015-06-09,2080.15,short,2015-06-11,2108.86,-0.013801889286830349
2015-06-11,2108.86,long,2015-06-15,2084.43,-0.011584457953586424
2015-06-15,2084.43,short,2015-06-24,2108.58,-0.011585901181617952
2015-06-24,2108.58,long,2015-06-25,2102.31,-0.002973565148109092
2015-06-25,2102.31,short,2015-07-08,2046.68,0.02646136868492277
2015-07-08,2046.68,long,2015-07-09,2051.31,0.002262200246252455
2015-07-09,2051.31,short,2015-07-14,2108.95,-0.02809911714952884
2015-07-14,2108.95,long,2015-07-22,2114.15,0.002465681974442413
2015-07-22,2114.15,short,2015-07-29,2108.57,0.002639358607478104
2015-07-29,2108.57,long,2015-08-12,2086.05,-0.010680224038092212
2015-08-12,2086.05,short,2015-09-23,1938.76,0.07060712830469074
2015-09-23,1938.76,long,2015-09-25,1931.34,-0.00382718851224495
2015-09-25,1931.34,short,2015-10-01,1923.82,0.0038936696801185056
2015-10-01,1923.82,long,2015-10-02,1951.36,0.014315268580220586
2015-10-02,1951.36,short,2015-10-05,1987.05,-0.01828980813381431
2015-10-05,1987.05,long,2015-10-15,2023.86,0.01852494904506674
2015-10-15,2023.86,short,2015-10-16,2033.11,-0.004570474242289402
2015-10-16,2033.11,long,2015-11-16,2053.19,0.00987649463137763
