entry_date,exit_date,entry_price,exit_price,side,pnl_pct,exit_reason
2016-10-03,2016-10-06,1989.6,2096.1,short,0.0,
2016-10-08,2016-11-01,2175.5,1923.7,long,-0.11574350723971494,
2016-11-02,2016-11-07,1829.1,2137.2,short,0.0,
2016-11-08,2016-12-01,2185.8,1938.7,long,-0.11304785433250986,
2016-12-02,2016-12-07,1864.8,2152.1,short,0.0,
2016-12-08,2017-05-01,2184.1,2269.0,long,0.03887184652717379,
2017-05-04,2017-05-04,2352.9,2352.9,short,0.0,
2017-05-05,2017-06-01,2399.3,2277.0,long,-0.05097320051681753,
2017-06-02,2017-06-03,2292.6,2375.3,short,0.0,
2017-06-04,2017-06-04,2357.5,2357.5,long,0.0,
2017-06-06,2017-06-06,2429.3,2429.3,short,0.0,
2017-06-07,2017-07-02,2409.8,2293.1,long,-0.04842725537389003,
2017-07-03,2017-07-08,2368.4,2480.9,short,0.0,
2017-07-09,2017-08-02,2465.1,2294.7,long,-0.0691249847876354,
2017-08-03,2017-08-08,2363.0,2474.9,short,0.0,
2017-08-09,2017-09-01,2461.4,2268.9,long,-0.07820752417323473,
2017-09-02,2017-09-08,2307.9,2474.0,short,0.0,
2017-09-10,2017-10-01,2544.7,2268.9,long,-0.1083821275592407,
2017-10-02,2017-10-08,2316.1,2438.2,short,0.0,
2017-10-10,2017-11-01,2550.6,2275.3,long,-0.10793538775190137,
2017-11-04,2017-11-08,2353.8,2441.3,short,0.0,
2017-11-09,2017-12-01,2488.1,2270.4,long,-0.087496483260319,
2017-12-04,2017-12-07,2344.9,2443.2,short,0.0,
2017-12-09,2018-06-04,2496.5,2604.5,long,0.043260564790706946,
2018-06-06,2018-06-06,2772.3,2772.3,short,0.0,
2018-06-07,2018-06-12,2759.8,2695.9,long,-0.023153851728386132,
2018-07-02,2018-07-06,2681.7,2770.4,short,0.0,
2018-07-08,2018-07-12,2858.4,2633.1,long,-0.07882031905961384,
2018-08-01,2018-08-01,2747.7,2747.7,short,0.0,
2018-08-02,2018-08-02,2581.0,2581.0,long,0.0,
2018-08-03,2018-08-06,2739.0,2779.0,short,0.0,
2018-08-08,2018-09-01,2857.7,2751.3,long,-0.03723273961577478,
2018-09-02,2018-09-03,2619.6,2786.6,short,0.0,
2018-09-04,2018-09-04,2613.2,2613.2,long,0.0,
2018-09-05,2018-09-07,2697.8,2784.2,short,0.0,
2018-09-08,2018-09-11,2853.6,2781.0,long,-0.02544154751892347,
2018-10-01,2018-10-07,2748.2,2793.8,short,0.0,
2018-10-08,2018-10-12,2833.3,2637.7,long,-0.0690361063071332,
2018-11-01,2018-11-01,2767.6,2767.6,short,0.0,
2018-11-04,2018-11-04,2642.2,2642.2,long,0.0,
2018-11-05,2018-11-06,2727.7,2782.0,short,0.0,
2018-11-07,2018-11-10,2774.0,2728.4,long,-0.016438356164383494,
2018-11-12,2018-12-01,2636.8,2786.2,short,0.0,
2018-12-02,2018-12-02,2656.0,2656.0,long,0.0,
2018-12-03,2018-12-03,2783.0,2783.0,short,0.0,
2018-12-04,2018-12-04,2664.0,2664.0,long,0.0,
2018-12-06,2018-12-06,2786.8,2786.8,short,0.0,
2018-12-07,2018-12-11,2798.3,2726.2,long,-0.025765643426366114,
2018-12-12,2019-01-03,2651.1,2803.7,short,0.0,
2019-01-04,2019-02-01,2867.2,2510.0,long,-0.1245814732142857,
2019-02-04,2019-02-04,2867.2,2867.2,short,0.0,
2019-02-05,2019-03-01,2917.5,2447.9,long,-0.16095972579263063,
2019-03-04,2019-03-04,2873.4,2873.4,short,0.0,
2019-03-05,2019-03-06,2945.6,2744.4,long,-0.06830526887561106,
2019-03-07,2019-03-07,2995.8,2995.8,short,0.0,
2019-03-09,2019-04-01,2906.3,2531.9,long,-0.12882359013178268,
2019-04-02,2019-04-04,2724.9,2879.4,short,0.0,
2019-04-06,2019-04-06,2803.3,2803.3,long,0.0,
2019-04-09,2019-04-09,2937.8,2937.8,short,0.0,
2019-04-10,2019-05-02,2952.0,2737.7,long,-0.07259485094850959,
2019-05-03,2019-05-04,2789.7,2892.7,short,0.0,
2019-05-06,2019-05-06,2826.2,2826.2,long,0.0,
2019-05-07,2019-05-07,2990.4,2990.4,short,0.0,
2019-05-08,2019-05-08,2844.7,2844.7,long,0.0,
2019-05-09,2019-05-09,2976.0,2976.0,short,0.0,
2019-05-11,2019-06-02,3074.6,2731.6,long,-0.11155922721654854,
2019-06-03,2019-06-05,2771.4,2932.5,short,0.0,
2019-06-06,2019-06-06,2843.5,2843.5,long,0.0,
2019-06-08,2019-06-08,2881.8,2881.8,short,0.0,
2019-06-09,2019-07-01,2978.7,2549.7,long,-0.14402256017725856,
2019-07-02,2019-07-10,2706.1,2938.8,short,0.0,
2019-07-11,2019-08-01,3085.2,2574.4,long,-0.1655646311422273,
2019-08-02,2019-08-05,2707.9,2879.4,short,0.0,
2019-08-07,2019-09-01,2975.9,2585.0,long,-0.1313552202694983,
2019-09-04,2019-09-07,2878.2,2979.6,short,0.0,
2019-09-08,2019-10-01,2918.7,2596.6,long,-0.11035735087538967,
2019-10-04,2019-10-07,2888.2,2993.1,short,0.0,
2019-10-09,2019-11-01,2979.4,2596.3,long,-0.1285829361616433,
2019-11-02,2019-11-04,2709.8,2888.3,short,0.0,
2019-11-06,2019-11-10,2885.7,2970.3,long,0.029316976816716966,
2019-11-11,2019-11-11,3087.0,3087.0,short,0.0,
2019-11-12,2019-12-02,3141.6,2744.7,long,-0.12633689839572193,
2019-12-03,2019-12-04,2791.5,2907.4,short,0.0,
2019-12-06,2019-12-06,2879.8,2879.8,long,0.0,
2019-12-07,2019-12-07,3013.8,3013.8,short,0.0,
2019-12-08,2019-12-08,2883.8,2883.8,long,0.0,
2019-12-09,2019-12-09,3009.6,3009.6,short,0.0,
2019-12-11,2020-01-04,3091.8,2470.5,long,-0.20095090238695912,
2020-01-05,2020-01-06,2830.7,3055.7,short,0.0,
2020-01-07,2020-02-04,3115.9,2526.9,long,-0.18903045668988094,
2020-02-06,2020-02-06,3080.8,3080.8,short,0.0,
2020-02-07,2020-03-03,3130.0,3003.4,long,-0.04044728434504785,
2020-03-04,2020-03-06,2488.7,3122.9,short,0.0,
2020-03-08,2020-04-05,3294.6,2842.7,long,-0.13716384386571967,
2020-04-06,2020-04-06,3112.3,3112.3,short,0.0,
2020-04-08,2020-05-03,3306.5,3023.9,long,-0.0854680175412067,
2020-05-05,2020-05-06,2868.4,3193.9,short,0.0,
2020-05-08,2020-06-03,3327.8,2972.4,long,-0.10679728349059436,
2020-06-04,2020-06-08,2663.7,3349.2,short,0.0,
2020-06-10,2020-07-04,3360.9,2659.4,long,-0.20872385372965574,
2020-07-05,2020-07-08,2881.2,3351.3,short,0.0,
2020-07-10,2020-08-01,3419.4,3253.1,long,-0.048634263321050475,
2020-08-04,2020-08-06,2750.0,3232.4,short,0.0,
2020-08-07,2020-08-07,3169.9,3169.9,long,0.0,
2020-08-09,2020-08-09,3331.8,3331.8,short,0.0,
2020-08-10,2020-09-03,3446.8,2746.6,long,-0.20314494603690392,
2020-09-04,2020-09-06,2789.8,3207.2,short,0.0,
2020-09-07,2020-09-07,3152.1,3152.1,long,0.0,
2020-09-09,2020-09-09,3399.0,3399.0,short,0.0,
2020-09-10,2020-10-01,3477.1,3265.3,long,-0.06091282965689793,
2020-10-02,2020-10-02,3352.1,3352.1,short,0.0,
2020-10-03,2020-10-03,2882.2,2882.2,long,0.0,
2020-10-06,2020-10-08,3190.1,3360.5,short,0.0,
2020-10-09,2020-11-03,3339.2,2741.4,long,-0.1790249161475802,
2020-11-05,2020-11-08,2930.3,3333.7,short,0.0,
2020-11-09,2020-12-03,3341.0,2480.6,long,-0.2575276863214606,
2020-12-05,2020-12-08,2870.1,3380.3,short,0.0,
2020-12-10,2021-04-01,3534.2,3700.7,long,0.04711108596004743,
2021-04-02,2021-04-02,3871.7,3871.7,short,0.0,
2021-04-03,2021-04-03,3768.5,3768.5,long,0.0,
2021-04-05,2021-04-05,4164.7,4164.7,short,0.0,
2021-04-06,2021-05-01,4229.9,3726.9,long,-0.11891534078819821,
2021-05-02,2021-05-04,3886.8,4077.9,short,0.0,
2021-05-05,2021-06-01,4167.6,3748.1,long,-0.10065745273058846,
2021-06-04,2021-06-04,4073.9,4073.9,short,0.0,
2021-06-05,2021-07-01,4201.6,3803.8,long,-0.0946782178217822,
2021-07-04,2021-07-05,4079.9,4232.6,short,0.0,
2021-07-06,2021-07-06,4226.5,4226.5,long,0.0,
2021-07-07,2021-07-07,4358.1,4358.1,short,0.0,
2021-07-09,2021-08-01,4520.0,3824.7,long,-0.15382743362831863,
2021-08-02,2021-08-06,3915.6,4227.3,short,0.0,
2021-08-07,2021-09-02,4320.8,3911.2,long,-0.09479725976670994,
2021-09-03,2021-09-07,3875.4,4369.6,short,0.0,
2021-09-08,2021-10-02,4432.4,3909.9,long,-0.11788196011190322,
2021-10-03,2021-10-08,3898.8,4436.8,short,0.0,
2021-10-09,2021-11-01,4458.6,3799.6,long,-0.14780424348450194,
2021-11-02,2021-11-08,3916.4,4447.7,short,0.0,
2021-11-10,2021-12-01,4361.2,3801.2,long,-0.1284050261395946,
2021-12-02,2021-12-07,3934.8,4384.6,short,0.0,
2021-12-08,2022-01-06,4460.8,4101.23,long,-0.08060661764705901,
2022-01-07,2022-02-02,3825.33,4589.4,short,0.0,
2022-02-03,2022-02-05,4386.54,4155.38,long,-0.052697570294582996,
2022-02-06,2022-03-01,4176.82,4796.6,short,0.0,
2022-03-02,2022-03-05,4477.4,4175.48,long,-0.06743199178094428,
2022-03-06,2022-04-01,4108.54,4793.5,short,0.0,
2022-04-02,2022-04-05,4500.5,4300.17,long,-0.04451283190756583,
2022-04-08,2022-05-01,4151.94,4700.6,short,0.0,
2022-05-04,2022-05-05,4525.12,4146.87,long,-0.08358894349763102,
2022-05-07,2022-06-01,3831.39,4696.1,short,0.0,
2022-06-04,2022-06-05,4481.15,4123.34,long,-0.07984780692456162,
2022-06-06,2022-07-01,4121.43,4677.0,short,0.0,
2022-07-02,2022-07-03,4483.9,4201.09,long,-0.06307232543098629,
2022-07-04,2022-07-04,4500.21,4500.21,short,0.0,
2022-07-06,2022-07-06,4160.68,4160.68,long,0.0,
2022-07-07,2022-08-02,3902.62,4521.5,short,0.0,
2022-08-03,2022-08-06,4170.7,4115.77,long,-0.013170451003428507,
2022-08-07,2022-09-02,3899.38,4587.2,short,0.0,
2022-09-03,2022-09-03,4277.88,4277.88,long,0.0,
2022-09-05,2022-10-01,3991.24,4670.3,short,0.0,
2022-10-02,2022-10-05,4504.1,4001.05,long,-0.11168712950422954,
2022-10-06,2022-11-01,3900.86,4713.1,short,0.0,
2022-11-02,2022-11-05,4418.64,3935.18,long,-0.10941375626889727,
2022-11-07,2022-11-08,3854.43,4207.27,short,0.0,
2022-11-10,2022-11-10,3588.84,3588.84,long,0.0,
2022-11-11,2022-12-01,3992.93,4726.4,short,0.0,
2022-12-04,2022-12-05,4397.45,3930.08,long,-0.10628204982432998,
2022-12-07,2023-01-05,3818.8,4167.87,short,0.0,
2023-01-06,2023-02-03,4221.02,3981.35,long,-0.05678011475899203,
2023-02-05,2023-02-06,4119.58,4282.37,short,0.0,
2023-02-08,2023-03-01,4513.39,3824.14,long,-0.1527122628445582,
2023-03-02,2023-03-07,4136.48,4455.59,short,0.0,
2023-03-08,2023-04-01,4501.89,3852.97,long,-0.1441439040047625,
2023-04-04,2023-04-08,4100.6,4478.03,short,0.0,
2023-04-10,2023-05-01,4263.75,3808.1,long,-0.10686602169451775,
2023-05-04,2023-05-07,4090.38,4446.82,short,0.0,
2023-05-09,2023-06-01,4496.83,3895.08,long,-0.13381648850412398,
2023-06-02,2023-06-06,4111.08,4283.85,short,0.0,
2023-06-07,2023-07-02,4411.59,4164.0,long,-0.056122622455849314,
2023-07-03,2023-07-06,3986.37,4267.52,short,0.0,
2023-07-07,2023-07-11,4398.95,4378.38,long,-0.004676115891292132,
2023-07-12,2023-07-12,4585.59,4585.59,short,0.0,
2023-08-02,2023-08-02,4117.86,4117.86,long,0.0,
2023-08-03,2023-08-06,3992.01,4293.93,short,0.0,
2023-08-08,2023-09-01,4499.38,3892.09,long,-0.13497192946583747,
2023-09-02,2023-09-06,4081.5,4298.86,short,0.0,
2023-09-08,2023-09-11,4467.71,4347.35,long,-0.02693997596083897,
2023-10-01,2023-10-07,3919.25,4409.53,short,0.0,
2023-10-08,2023-11-01,4468.83,3969.61,long,-0.11171156656216497,
2023-11-04,2023-11-07,4108.94,4439.26,short,0.0,
2023-11-08,2023-12-01,4464.05,3983.17,long,-0.10772280776424992,
2023-12-04,2023-12-06,4091.95,4338.93,short,0.0,
2023-12-07,2024-04-01,4472.16,4688.68,long,0.04841508353905066,
2024-04-03,2024-04-03,5130.95,5130.95,short,0.0,
2024-04-04,2024-05-01,5147.21,4697.24,long,-0.0874201752017113,
2024-05-02,2024-05-02,4942.81,4942.81,short,0.0,
2024-05-03,2024-06-02,5078.65,4954.23,long,-0.02449863644866257,
2024-06-03,2024-06-03,5104.76,5104.76,short,0.0,
2024-06-05,2024-07-02,5180.74,4995.06,long,-0.03584043978273366,
2024-07-03,2024-07-06,5157.36,5346.99,short,0.0,
2024-07-08,2024-07-08,5199.5,5199.5,long,0.0,
2024-07-10,2024-07-10,5695.94,5695.94,short,0.0,
2024-07-11,2024-08-01,5973.1,4763.54,long,-0.20250121377509167,
2024-08-02,2024-08-08,4997.91,5319.31,short,0.0,
2024-08-10,2024-09-01,5751.13,4756.5,long,-0.17294514295451502,
2024-09-02,2024-09-07,5026.61,5576.98,short,0.0,
2024-09-08,2024-10-01,5344.16,4783.45,long,-0.10492013712164305,
2024-10-04,2024-10-06,5160.64,5360.79,short,0.0,
2024-10-07,2024-11-01,5633.91,4780.24,long,-0.1515235422646084,
2024-11-03,2024-11-06,5117.94,5375.32,short,0.0,
2024-11-07,2024-12-01,5584.54,4783.83,long,-0.14337975912071543,
2024-12-02,2024-12-02,6047.15,6047.15,short,0.0,
2024-12-03,2024-12-08,6049.88,5344.39,long,-0.1166122303252296,
2024-12-09,2024-12-09,6052.85,6052.85,short,0.0,
2024-12-10,2025-01-10,6034.91,5827.04,long,-0.03444458989446397,
2025-01-13,2025-01-15,5836.22,5949.91,short,0.0,
2025-01-16,2025-02-24,5937.34,5983.25,long,0.00773241889465659,
2025-02-25,2025-05-02,5955.25,5686.67,short,-0.0,
2025-05-05,2025-05-06,5650.38,5606.91,long,-0.007693287885062627,
2025-05-07,2025-05-13,5631.28,5886.55,short,0.0,
2025-05-14,2025-11-17,5892.58,6672.41,long,0.13234101191668168,
