entry_date,exit_date,entry_price,exit_price,side,pnl_pct,exit_reason
2007-11-12,2007-11-12,1477.7,1477.7,long,0.0,
2007-12-01,2007-12-06,1430.7,1493.0,short,0.0,
2007-12-07,2007-12-09,1547.7,1471.6,long,-0.04916973573689998,
2007-12-10,2007-12-10,1561.8,1561.8,short,0.0,
2007-12-11,2007-12-11,1439.2,1439.2,long,0.0,
2007-12-12,2007-12-12,1486.6,1486.6,short,0.0,
2008-01-02,2008-01-02,1395.4,1395.4,long,0.0,
2008-01-04,2008-07-04,1370.2,1372.5,short,0.0,
2008-07-05,2008-07-05,1392.6,1392.6,long,0.0,stop_loss
2008-07-07,2008-08-05,1252.3,1397.7,short,0.0,
2008-08-07,2008-08-07,1273.7,1273.7,long,0.0,stop_loss
2008-08-08,2008-09-01,1296.3,1409.1,short,0.0,
2008-09-04,2008-09-04,1354.5,1354.5,long,0.0,stop_loss
2008-09-05,2008-09-06,1388.3,1361.8,short,-0.0,
2008-09-07,2008-09-07,1244.7,1244.7,long,0.0,
2008-09-09,2008-10-01,1224.5,1420.3,short,0.0,
2008-10-03,2008-10-03,1273.4,1273.4,long,0.0,stop_loss
2008-10-04,2008-10-04,1360.5,1360.5,short,0.0,
2008-10-06,2008-10-06,1358.4,1358.4,long,0.0,
2008-10-07,2008-11-01,1253.4,1401.0,short,0.0,
2008-11-02,2008-11-03,1339.1,1320.7,long,-0.013740572025987552,stop_loss
2008-11-04,2008-11-09,1332.8,1249.0,short,-0.0,
2008-11-11,2008-11-11,899.0,899.0,long,0.0,
2008-11-12,2008-12-05,873.6,1403.6,short,0.0,
2008-12-06,2008-12-06,1339.9,1339.9,long,0.0,stop_loss
2008-12-08,2009-04-11,1289.6,1046.5,short,-0.0,
2009-04-12,2009-04-12,1106.0,1106.0,long,0.0,stop_loss
2009-05-01,2009-05-08,927.5,1002.7,short,0.0,
2009-05-10,2009-06-01,1040.5,934.7,long,-0.10168188370975484,stop_loss
2009-06-02,2009-06-10,868.6,1054.7,short,0.0,
2009-06-11,2009-07-01,1069.3,906.6,long,-0.15215561582343584,stop_loss
2009-07-04,2009-07-08,815.5,1010.5,short,0.0,
2009-07-10,2009-07-12,1057.6,1103.2,long,0.04311649016641472,stop_loss
2009-08-01,2009-08-09,909.7,1025.4,short,0.0,
2009-08-10,2009-09-01,1065.5,890.4,long,-0.16433599249178787,stop_loss
2009-09-02,2009-09-09,869.9,1033.4,short,0.0,
2009-09-10,2009-09-12,1071.5,1096.0,long,0.022865142323845067,stop_loss
2009-10-02,2009-10-08,827.2,1007.1,short,0.0,
2009-10-09,2009-10-12,1044.1,1102.3,long,0.05574178718513556,stop_loss
2009-11-02,2009-11-06,833.7,944.9,short,0.0,
2009-11-08,2009-12-01,994.4,870.3,long,-0.12479887369267906,stop_loss
2009-12-02,2009-12-08,835.2,1005.8,short,0.0,
2009-12-10,2010-05-02,1076.2,1066.2,long,-0.009291953168556022,
2010-05-03,2010-05-03,1138.7,1138.7,short,0.0,
2010-05-04,2010-06-07,1187.4,1028.1,long,-0.13415866599292592,
2010-06-08,2010-06-10,1121.6,1160.0,short,0.0,
2010-06-12,2010-07-05,1223.1,1110.9,long,-0.09173411822418431,
2010-07-06,2010-07-10,1050.5,1158.1,short,0.0,
2010-07-12,2010-08-01,1223.8,1145.0,long,-0.06438960614479483,
2010-08-02,2010-08-03,1056.7,1138.5,short,0.0,
2010-08-04,2010-08-06,1186.4,1062.0,long,-0.10485502360080923,
2010-08-07,2010-08-10,1070.2,1165.2,short,0.0,
2010-08-11,2010-09-02,1223.2,1070.5,long,-0.12483649444081102,
2010-09-03,2010-09-03,1140.5,1140.5,short,0.0,
2010-09-04,2010-09-06,1194.4,1055.7,long,-0.11612525117213668,
2010-09-07,2010-09-11,1078.0,1213.4,short,0.0,
2010-09-12,2010-10-02,1233.0,1068.1,long,-0.13373884833738858,
2010-10-03,2010-10-03,1145.6,1145.6,short,0.0,
2010-10-05,2010-10-06,1159.7,1086.8,long,-0.06286108476330088,
2010-10-08,2010-10-11,1121.1,1218.7,short,0.0,
2010-10-12,2010-11-02,1240.4,1078.5,long,-0.13052241212512095,
2010-11-03,2010-11-03,1150.2,1150.2,short,0.0,
2010-11-05,2010-11-06,1155.8,1091.6,long,-0.05554594220453368,
2010-11-08,2010-11-10,1089.5,1165.3,short,0.0,
2010-11-11,2010-12-01,1213.5,1136.2,long,-0.06370004120313144,
2010-12-02,2010-12-03,1075.5,1150.0,short,0.0,
2010-12-04,2010-12-07,1196.5,1078.8,long,-0.09837024655244464,
2010-12-08,2010-12-10,1083.6,1169.8,short,0.0,
2010-12-11,2011-02-09,1199.2,1174.0,long,-0.02101400933955977,
2011-02-11,2011-02-11,1237.9,1237.9,short,0.0,
2011-02-12,2011-03-10,1244.3,1099.2,long,-0.11661174957807596,
2011-03-11,2011-03-11,1261.2,1261.2,short,0.0,
2011-04-01,2011-04-08,1270.2,1200.1,long,-0.05518815934498511,
2011-04-10,2011-04-11,1124.0,1253.2,short,0.0,
2011-05-01,2011-05-08,1276.6,1199.4,long,-0.06047313175622737,
2011-05-10,2011-05-12,1144.0,1257.1,short,0.0,
2011-06-01,2011-06-09,1273.8,1165.2,long,-0.08525671219971731,
2011-06-10,2011-07-02,1165.0,1319.0,short,0.0,
2011-07-03,2011-07-09,1310.1,1198.6,long,-0.08510800702236476,
2011-07-10,2011-08-02,1155.5,1324.6,short,0.0,
2011-08-03,2011-08-06,1321.8,1279.6,long,-0.03192616129520354,
2011-08-07,2011-08-07,1343.8,1343.8,short,0.0,
2011-08-08,2011-08-08,1119.5,1119.5,long,0.0,
2011-08-09,2011-08-11,1185.9,1275.9,short,0.0,
2011-08-12,2011-08-12,1234.3,1234.3,long,0.0,
2011-09-02,2011-09-02,1320.9,1320.9,short,0.0,
2011-09-03,2011-09-06,1320.0,1289.0,long,-0.023484848484848442,
2011-09-08,2011-10-01,1172.5,1269.8,short,0.0,
2011-10-02,2011-10-06,1321.9,1271.0,long,-0.03850518193509345,
2011-10-08,2011-11-01,1120.8,1274.5,short,0.0,
2011-11-02,2011-11-08,1329.2,1172.6,long,-0.11781522720433357,
2011-11-10,2011-12-01,1195.5,1286.0,short,0.0,
2011-12-04,2011-12-08,1314.2,1178.8,long,-0.10302845837772034,
2011-12-09,2012-01-02,1162.3,1324.1,short,0.0,
2012-01-03,2012-01-06,1374.1,1278.0,long,-0.06993668583072554,
2012-01-08,2012-01-08,1375.1,1375.1,short,0.0,
2012-01-10,2012-03-01,1444.5,1277.1,long,-0.11588785046728978,
2012-03-02,2012-03-02,1344.9,1344.9,short,0.0,
2012-03-04,2012-04-01,1413.4,1277.3,long,-0.09629262770624036,
2012-04-04,2012-04-04,1399.0,1399.0,short,0.0,
2012-04-05,2012-04-06,1369.1,1278.2,long,-0.06639398144766628,
2012-04-09,2012-04-09,1404.9,1404.9,short,0.0,
2012-04-10,2012-05-01,1461.4,1281.1,long,-0.12337484603804583,
2012-05-03,2012-05-03,1364.3,1364.3,short,0.0,
2012-05-04,2012-05-06,1398.1,1285.5,long,-0.08053787282740854,
2012-05-07,2012-05-07,1367.6,1367.6,short,0.0,
2012-05-09,2012-06-01,1403.4,1277.8,long,-0.08949693601254105,
2012-06-02,2012-06-08,1344.3,1394.2,short,0.0,
2012-06-09,2012-07-02,1432.1,1347.0,long,-0.05942322463515115,
2012-07-03,2012-07-08,1352.6,1401.3,short,0.0,
2012-07-09,2012-08-02,1437.9,1350.0,long,-0.06113081577300239,
2012-08-03,2012-08-08,1365.9,1402.2,short,0.0,
2012-08-10,2012-08-11,1455.9,1377.5,long,-0.053849852325022374,
2012-09-01,2012-09-04,1280.7,1382.2,short,0.0,
2012-09-05,2012-09-05,1354.6,1354.6,long,0.0,
2012-09-07,2012-09-08,1352.5,1402.8,short,0.0,
2012-09-10,2012-10-01,1441.5,1292.1,long,-0.10364203954214368,
2012-10-02,2012-10-08,1342.6,1405.9,short,0.0,
2012-10-09,2012-11-01,1429.1,1292.5,long,-0.09558463368553627,
2012-11-04,2012-11-09,1368.7,1433.6,short,0.0,
2012-11-10,2012-12-01,1432.8,1295.5,long,-0.09582635399218309,
2012-12-03,2012-12-04,1371.1,1387.6,short,0.0,
2012-12-06,2012-12-06,1324.2,1324.2,long,0.0,
2012-12-07,2012-12-09,1334.8,1436.6,short,0.0,
2012-12-10,2013-04-01,1428.6,1466.5,long,0.02652946941061196,
2013-04-02,2013-04-03,1495.7,1525.2,short,0.0,
2013-04-04,2013-05-02,1560.0,1511.3,long,-0.031217948717948696,
2013-05-03,2013-05-04,1539.8,1553.3,short,0.0,
2013-05-06,2013-06-02,1608.9,1512.1,long,-0.06016533034992866,
2013-06-03,2013-06-05,1541.5,1617.5,short,0.0,
2013-06-06,2013-07-01,1622.6,1461.9,long,-0.09903858005669897,
2013-07-02,2013-07-06,1509.4,1643.4,short,0.0,
2013-07-08,2013-08-01,1690.9,1457.2,long,-0.13821042048613164,
2013-08-02,2013-08-05,1517.9,1632.7,short,0.0,
2013-08-07,2013-09-01,1640.5,1461.0,long,-0.10941786040841206,
2013-09-04,2013-09-07,1568.6,1652.3,short,0.0,
2013-09-08,2013-10-01,1691.4,1472.1,long,-0.12965590634976953,
2013-10-04,2013-10-06,1587.7,1642.8,short,0.0,
2013-10-07,2013-11-01,1652.6,1472.0,long,-0.10928234297470651,
2013-11-02,2013-11-07,1517.0,1675.0,short,0.0,
2013-11-09,2013-12-02,1689.1,1519.4,long,-0.10046770469480781,
2013-12-03,2013-12-07,1552.5,1680.2,short,0.0,
2013-12-08,2014-04-02,1689.5,1755.2,long,0.03888724474696659,
2014-04-03,2014-04-03,1873.9,1873.9,short,0.0,
2014-04-04,2014-05-02,1865.1,1751.6,long,-0.06085464586349254,
2014-05-03,2014-05-03,1873.8,1873.8,short,0.0,
2014-05-05,2014-06-01,1884.7,1826.8,long,-0.03072106966625998,
2014-06-02,2014-06-06,1773.4,1949.4,short,0.0,
2014-06-08,2014-07-01,1920.2,1837.9,long,-0.042860118737631514,
2014-07-02,2014-07-07,1797.0,1977.7,short,0.0,
2014-07-08,2014-07-08,1909.6,1909.6,long,0.0,
2014-07-10,2014-07-11,1935.1,2031.9,short,0.0,
2014-08-01,2014-08-01,1837.5,1837.5,long,0.0,
2014-08-04,2014-08-07,1852.0,1963.7,short,0.0,
2014-08-08,2014-09-01,1931.6,1838.1,long,-0.04840546697038728,
2014-09-04,2014-09-06,1872.2,1951.3,short,0.0,
2014-09-07,2014-10-01,1972.8,1842.4,long,-0.0660989456609894,
2014-10-02,2014-10-06,1799.8,1950.8,short,0.0,
2014-10-07,2014-10-10,1964.7,1906.1,long,-0.02982643660609774,
2014-10-11,2014-10-11,2038.3,2038.3,short,0.0,
2014-10-12,2014-11-02,2026.1,1819.8,long,-0.1018212329105177,
2014-11-03,2014-11-06,1867.6,1943.9,short,0.0,
2014-11-07,2014-11-08,1967.6,1936.9,long,-0.015602764789591328,
2014-11-09,2014-11-09,1997.5,1997.5,short,0.0,
2014-11-11,2014-12-02,2039.7,1819.3,long,-0.10805510614306024,
2014-12-03,2014-12-06,1868.2,1930.1,short,0.0,
2014-12-08,2015-01-09,1933.8,1913.8,long,-0.010342331161443785,
2015-01-10,2015-01-12,1923.8,2102.6,short,0.0,
2015-02-01,2015-02-09,2058.2,1948.9,long,-0.053104654552521446,
2015-02-10,2015-02-11,1951.4,2104.1,short,0.0,
2015-02-12,2015-03-09,2079.5,1951.1,long,-0.061745611925943744,
2015-03-11,2015-03-11,2109.8,2109.8,short,0.0,
2015-03-12,2015-03-12,2049.6,2049.6,long,0.0,
2015-04-02,2015-04-02,2041.5,2041.5,short,0.0,
2015-04-03,2015-04-09,2098.5,1921.2,long,-0.0844889206576126,
