Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.2548758986512947,0.014402466355393218,-0.1654911745903173,-0.2058667292404343,-0.13938387741722566,0.10332949995559026,0.5833333333333334,7619.025899263513,3.2532269692877573,12
