Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.15202549769266938,0.008953483177383204,-0.5495234554714978,-0.43707521697312046,-0.08480804457080383,0.10557351278047915,0.6666666666666666,2259.8482492869057,2.915981496876898,24
