Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.3828804755360138,0.020627382392701676,0.029401239798772072,0.0300301017447989,-0.04344871139033766,0.47475245485160456,0.7142857142857143,4464.836555357143,4.140766558592655,28
