Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.5976046871190823,0.029948154370931457,0.30424462138586134,0.3186949612705652,-0.05831447639612906,0.5135629473459429,0.6923076923076923,3873.3590940457852,3.8649744676578623,52
