Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
1.2837041329415668,0.05338871788439281,0.6317727837144554,0.8267472326834068,-0.1048851756164152,0.5090206272776373,0.6388888888888888,10300.528649535454,3.938888805603688,36
