Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.8902600315608602,0.040917964079352,0.4494081984836113,0.5723762648361393,-0.08207792179248703,0.49852582991565714,0.6428571428571429,11319.908696479139,4.150950104880246,28
