ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,return,hold_days
GC,2010-06-25,2011-07-13,1256.0512088378907,1584.8829111816406,47,15455.090010156244,0.26179800634719963,383
GC,2011-07-13,2013-04-15,1585.5169911621094,1360.3278555908203,39,-8782.376287280276,-0.14202883780276365,642
GC,2013-04-15,2013-06-27,1360.8720955810547,1211.1577444091797,45,-6737.145802734376,-0.1100135359215747,73
GC,2013-06-27,2015-07-24,1211.6423044189453,1085.3828555908203,49,-6186.712992578126,-0.10420521664491889,757
GC,2015-07-24,2016-07-06,1085.8170955810547,1364.6270444091797,54,15055.737236718749,0.2567743222710315,348
GC,2016-07-06,2016-11-14,1365.1730044189453,1220.9557111816407,45,-6489.778195678708,-0.10564030549277337,131
GC,2016-11-14,2019-08-27,1221.4441911621093,1540.6918,49,15643.13283305664,0.26136896892043127,1016
GC,2019-08-27,2020-07-27,1541.3082,1930.6138,41,15961.529600000002,0.25258128127781343,335
GC,2020-07-27,2021-02-26,1931.3862,1727.7543555908203,34,-6923.48270991211,-0.10543300164885694,214
GC,2021-02-26,2024-03-08,1728.4455955810547,2178.1643776367187,37,16639.594936059562,0.26018683099162354,1106
GC,2024-03-08,2024-10-22,2179.0358176757813,2743.6511111816408,31,17503.074098681653,0.2591124427262024,228
GC,2024-10-22,2025-06-13,2744.7487911621092,3430.5137111816407,26,17829.887920507812,0.24984615066691873,234
GC,2025-06-13,2025-10-20,3431.8861911621093,4335.532622363281,22,19880.22148642577,0.2633089738022978,129
