Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
1.2799221228504214,0.05327875637522461,0.630024476395809,0.8241376560367949,-0.1048851756164152,0.5079722283163737,0.6388888888888888,10300.528649535454,3.938888805603688,36
