ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,return,hold_days
NQ,2011-04-07,2011-07-07,2329.71585,2415.0169,30,2559.0314999999973,0.03661435792695489,91
GC,2011-07-27,2011-08-10,1615.323,1780.9437888183593,43,7121.693919189434,0.1025310658105898,14
GC,2011-12-29,2012-01-03,1540.2080044189454,1599.3800111816406,46,2721.9123110839864,0.03841819195389662,5
GC,2012-01-04,2013-04-15,1612.2224044189454,1360.3278555908203,44,-11083.36014843751,-0.15624057086522714,467
NQ,2012-01-25,2013-07-17,2460.9921,3078.63415,29,17911.61945,0.2509727885757942,539
NQ,2013-07-17,2014-02-10,3079.86585,3576.7845,23,11429.128949999998,0.16134425140627484,208
NQ,2014-02-11,2014-02-13,3613.47255,3650.2698,21,772.7422500000102,0.010183348424772198,2
NQ,2014-02-14,2014-03-03,3661.7322,3668.01625,20,125.68099999999686,0.0017161413387905,17
NQ,2014-06-26,2014-10-10,3818.2635,3852.2294,19,645.3521000000037,0.008895640649211334,106
NQ,2015-01-07,2015-03-11,4152.3303,4306.6385,18,2777.5476000000053,0.037161831755051056,63
NQ,2015-03-12,2015-08-21,4331.61615,4199.90985,17,-2239.0071000000025,-0.03040581054256153,162
NQ,2015-12-02,2015-12-04,4695.4389,4712.30735,16,269.895199999999,0.0035925182627762897,2
NQ,2015-12-22,2016-01-07,4591.9182,4288.39215,16,-4856.416800000006,-0.06610005596354052,16
NQ,2016-03-21,2016-03-23,4417.13325,4394.6209,17,-382.709950000004,-0.005096597436810346,2
GC,2016-07-27,2016-11-23,1326.8652955810546,1188.8621555908203,57,-7866.178979443357,-0.10400689538707142,119
NQ,2016-03-28,2017-04-24,4390.3779,5502.8992,17,18912.862099999984,0.2533998952573078,392
NQ,2017-04-24,2017-07-03,5505.1008,5588.13215,14,1162.4389000000083,0.015082621193784451,70
NQ,2017-09-21,2018-02-02,5946.43905,6754.39885,13,10503.477400000003,0.1358728800894713,134
GC,2017-05-26,2018-02-14,1267.8534955810546,1355.2289,61,5329.899669555671,0.06891601018846538,264
GC,2018-02-16,2018-02-20,1353.4705911621095,1328.5342888183593,59,-1471.2418382812612,-0.01842397057356049,4
GC,2018-02-21,2018-03-01,1330.266,1302.6394444091798,60,-1657.5933354492154,-0.020767692770333412,8
GC,2018-05-31,2018-06-15,1300.3599955810546,1274.3450555908203,61,-1586.9113394042943,-0.02000595225832813,15
GC,2018-06-19,2018-10-11,1275.8550955810547,1223.2553,62,-3261.187326025378,-0.04122709213862519,114
NQ,2018-06-18,2018-10-25,7277.4552,6925.1147,10,-3523.404999999999,-0.04841534441874684,129
GC,2019-01-29,2019-06-20,1308.4615911621095,1392.6214444091797,60,5049.591194824214,0.0643196971279254,142
NQ,2019-03-20,2020-02-04,7410.9819,9353.129,10,19421.471000000005,0.26206339810383317,321
NQ,2020-02-04,2020-02-27,9356.871,8381.07345,9,-8782.177949999998,-0.1042867375215496,23
GC,2019-11-25,2020-02-28,1456.8912955810547,1563.7871555908202,56,5986.168160546877,0.0733725709900217,95
NQ,2020-06-26,2020-09-02,9867.4731,12409.0177,8,20332.35680000001,0.25756792790243344,68
