Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.5109026689881719,0.026334851265802595,0.18925482174364505,0.2251131863679345,-0.07858093436674754,0.3351302892746781,0.6875,11295.937440625,4.4424290512816516,16
