Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.734599376992116,0.035298970803747,0.38218860273225136,0.4797122898403209,-0.07780648867310415,0.45367644017521397,0.6521739130434783,8976.019006521743,3.684740804779289,23
