Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.32271970015201434,0.017772143753343128,-0.0554853761094,-0.0723776870488292,-0.10856065867592633,0.16370703687784605,0.6153846153846154,7603.751702570987,3.8146409665640353,13
