Total Return,CAGR,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Trade,Profit Factor,Total Trades
0.8871228803331817,0.040809070991177476,0.4473880362494642,0.5695258360332581,-0.08207792179248703,0.49719912614689177,0.6428571428571429,11319.908696479139,4.150950104880246,28
