ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,return,hold_days
NQ,2011-04-07,2011-07-07,2329.71585,2415.0169,30,2559.0314999999973,0.03661435792695489,91
NQ,2012-01-25,2013-07-17,2460.9921,3078.63415,28,17293.977400000003,0.2509727885757942,539
NQ,2013-07-17,2014-02-10,3079.86585,3576.7845,24,11926.047600000005,0.16134425140627484,208
NQ,2014-02-11,2014-02-13,3613.47255,3650.2698,21,772.7422500000102,0.010183348424772198,2
NQ,2014-02-14,2014-03-03,3661.7322,3668.01625,20,125.68099999999686,0.0017161413387905,17
NQ,2014-06-26,2014-10-10,3818.2635,3852.2294,20,679.3179999999993,0.008895640649211334,106
NQ,2015-01-07,2015-03-11,4152.3303,4306.6385,18,2777.5476000000053,0.037161831755051056,63
NQ,2015-03-12,2015-08-21,4331.61615,4199.90985,17,-2239.0071000000025,-0.03040581054256153,162
NQ,2015-12-02,2015-12-04,4695.4389,4712.30735,16,269.895199999999,0.0035925182627762897,2
NQ,2015-12-22,2016-01-07,4591.9182,4288.39215,16,-4856.416800000006,-0.06610005596354052,16
NQ,2016-03-21,2016-03-23,4417.13325,4394.6209,17,-382.709950000004,-0.005096597436810346,2
NQ,2016-03-28,2017-04-24,4390.3779,5502.8992,17,18912.862099999984,0.2533998952573078,392
NQ,2017-04-24,2017-07-03,5505.1008,5588.13215,14,1162.4389000000083,0.015082621193784451,70
NQ,2017-09-21,2018-02-02,5946.43905,6754.39885,13,10503.477400000003,0.1358728800894713,134
NQ,2018-06-18,2018-10-25,7277.4552,6925.1147,11,-3875.7455000000045,-0.04841534441874684,129
NQ,2019-03-20,2020-02-04,7410.9819,9353.129,10,19421.471000000005,0.26206339810383317,321
NQ,2020-02-04,2020-02-27,9356.871,8381.07345,9,-8782.177949999998,-0.1042867375215496,23
NQ,2020-06-26,2020-09-02,9867.4731,12409.0177,8,20332.35680000001,0.25756792790243344,68
NQ,2020-09-02,2020-09-08,12413.9823,11058.2879,7,-9489.860799999995,-0.10920705114909024,6
NQ,2020-09-08,2020-11-04,11062.7121,11760.6474,7,4885.547099999996,0.06308898701250665,57
NQ,2020-11-17,2021-07-23,11977.395,15094.9804,7,21823.097800000003,0.2602891029309795,248
NQ,2021-07-23,2022-01-13,15101.0196,15487.15195,5,1930.6617499999993,0.02556995224348957,174
NQ,2022-08-15,2022-08-31,13683.98625,12282.79295,6,-8407.159800000009,-0.10239657322076023,16
NQ,2023-02-02,2023-11-20,12849.31935,16083.2827,6,19403.780100000004,0.2516836310088284,291
NQ,2024-01-02,2024-04-19,16723.344,17177.31385,5,2269.8492499999993,0.027145877642653193,108
NQ,2024-05-17,2024-07-31,18638.97705,19501.34895,5,4311.859499999991,0.046267126016982685,75
NQ,2024-11-25,2024-12-23,20884.42605,21748.89935,4,3457.893200000006,0.0413932036212219,28
NQ,2025-02-13,2025-02-21,22117.67265,21674.91415,4,-1771.0339999999997,-0.02001831327402348,8
