entry_date,exit_date,entry_price,exit_price,side,pnl_pct,exit_reason
2004-07-02,2004-07-02,1125.4,1125.4,short,0.0,
2004-07-06,2004-07-06,1116.2,1116.2,long,0.0,
2004-07-07,2004-09-03,1118.3,1113.6,short,-0.0,
2004-09-07,2004-09-08,1121.3,1116.3,long,-0.004459109961651664,
2004-09-09,2004-09-10,1118.4,1123.9,short,0.0,
2004-09-13,2004-09-20,1125.8,1122.2,long,-0.0031977260614672876,
2004-09-21,2004-09-21,1129.3,1129.3,short,0.0,
2004-09-22,2004-09-22,1113.6,1113.6,long,0.0,
2004-09-23,2004-10-04,1108.4,1135.2,short,0.0,
2004-10-05,2004-10-07,1134.5,1130.7,long,-0.0033494931687967355,
2004-10-08,2004-10-11,1122.1,1124.4,short,0.0,
2004-10-12,2004-10-12,1121.8,1121.8,long,0.0,
2004-10-13,2004-10-27,1113.7,1125.4,short,0.0,
2004-10-28,2005-11-04,1127.4,1181.2,long,0.04772041866240895,
2005-11-05,2005-11-07,1171.1,1219.4,short,0.0,
2005-11-08,2005-12-05,1237.8,1159.4,long,-0.06333818064307628,
2005-12-07,2005-12-07,1222.2,1222.2,short,0.0,
2005-12-08,2005-12-10,1230.4,1177.7,long,-0.04283159947984394,
2005-12-12,2005-12-12,1260.4,1260.4,short,0.0,
2006-01-02,2006-12-07,1282.5,1258.6,long,-0.018635477582846116,
2006-12-09,2006-12-09,1313.1,1313.1,short,0.0,
2006-12-10,2008-01-08,1362.8,1260.3,long,-0.0752127971822718,
2008-01-10,2008-02-01,1161.1,1447.2,short,0.0,
2008-02-04,2008-02-07,1367.5,1261.5,long,-0.07751371115173677,
2008-02-09,2008-03-01,1277.6,1447.2,short,0.0,
2008-03-03,2008-03-07,1331.3,1262.9,long,-0.05137835198677976,
2008-03-09,2009-04-02,1275.0,832.2,short,-0.0,
2009-04-03,2009-04-03,712.9,712.9,long,0.0,
2009-04-05,2009-05-01,907.2,927.5,short,0.0,
2009-05-02,2009-05-02,845.9,845.9,long,0.0,
2009-05-03,2009-08-05,682.5,929.2,short,0.0,
2009-08-06,2009-08-06,939.1,939.1,long,0.0,
2009-08-07,2009-09-12,879.6,1096.0,short,0.0,
2009-10-02,2009-10-02,827.2,827.2,long,0.0,
2009-10-03,2010-01-02,719.6,1089.2,short,0.0,
2010-01-03,2010-01-06,1115.7,1070.7,long,-0.04033342296316211,
2010-01-07,2010-02-06,1027.4,1098.4,short,0.0,
2010-02-07,2010-02-08,1022.6,1125.9,long,0.10101701545081165,
2010-02-09,2010-03-05,1090.1,1202.3,short,0.0,
2010-03-06,2010-06-07,1102.8,1028.1,long,-0.0677366702937976,
2010-06-08,2010-06-08,1121.6,1121.6,short,0.0,
2010-06-10,2010-07-09,1160.0,1091.8,long,-0.05879310344827593,
2010-07-10,2010-07-10,1158.1,1158.1,short,0.0,
2010-07-12,2011-08-08,1223.8,1119.5,long,-0.08522634417388464,
2011-08-09,2011-08-09,1185.9,1185.9,short,0.0,
2011-08-11,2012-04-01,1275.9,1277.3,long,0.0010972646759148663,
2012-04-04,2012-04-04,1399.0,1399.0,short,0.0,
2012-04-05,2012-05-01,1369.1,1281.1,long,-0.06427580162150315,
2012-05-03,2012-05-03,1364.3,1364.3,short,0.0,
2012-05-04,2012-06-01,1398.1,1277.8,long,-0.08604534725699164,
2012-06-02,2012-06-03,1344.3,1343.4,short,-0.0,
2012-06-06,2012-09-01,1315.1,1280.7,long,-0.026157706638278322,
2012-09-02,2012-09-02,1352.0,1352.0,short,0.0,
2012-09-03,2012-10-02,1370.9,1342.6,long,-0.02064337296666441,
2012-10-04,2012-10-04,1358.6,1358.6,short,0.0,
2012-10-05,2012-12-01,1358.0,1295.5,long,-0.046023564064801126,
2012-12-03,2012-12-03,1371.1,1371.1,short,0.0,
2012-12-04,2014-06-02,1387.6,1773.4,long,0.2780340155664458,
2014-06-03,2014-06-03,1877.0,1877.0,short,0.0,
2014-06-05,2015-04-09,1867.7,1921.2,long,0.02864485731113131,
